rid,treatment,number,trait,age,gender,sexuality,"race, ethnicity, nationality",education,religion,family role,occupation,political views,hobbies and interests,physical body,"personality, behaviors, traits",ambiguous,none,other
64af63ff-8941-7d2a-ceff-bc53d7eadd5e,coworker,trait1,kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4848-bd3d-ae0f-b085-08b6fa05fa9b,coworker,trait4,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47f0-c3a1-c5b2-9f57-4566dd648c94,coworker,trait8,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4831-cf25-f482-4a71-6b189cddd1ec,coworker,trait2,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4910-9e46-3416-aad8-e97bb1b61ad0,neighbor,trait3,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af486a-b3a2-906a-8745-f1ce41c51cfe,neighbor,trait1,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4900-56d7-e630-c68c-e1b00884c10c,friend,trait2,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af479b-c98b-950c-33d1-8e3b7c26017e,friend,trait4,kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4847-4a29-2493-e176-097f7a869d23,friend,trait1,kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af783d-846e-c206-a8c9-ca99f689f14d,friend,trait5,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47df-7584-e7ef-48d1-6f9aeca862ac,friend,trait7,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4830-acb0-b4d8-a182-764f77eb5a6c,friend,trait4,kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af693a-9d3d-d09a-9b30-d9aa28bcc615,specific,trait9,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afd3e6-e247-e7bf-8a7c-32199e60e5a8,specific,trait3,kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4863-2241-0c3f-9b4f-20da57b56a2e,specific,trait2,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af482d-28b8-56ad-1875-3f26d175d91d,specific,trait5,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6c74-63da-b379-51ab-f9234047de3c,specific,trait2,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afb89a-418a-3c65-fdeb-568eeeb1a20b,specific,trait6,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af479f-8b59-4bb6-99e4-4f13539d2fe1,specific,trait1,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47f3-bc71-2b6a-14f3-165e8efeeb69,specific,trait1,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4ac4-c9f2-b9cd-d214-04f7b7f4d639,specific,trait1,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,specific,trait1,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afe526-99f9-a2e2-280a-4b82cac8c41c,specific,trait1,kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d9b-1136-2a7c-f84d-b54b32f3f859,specific,trait9,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6dcd-b15d-25ba-769f-e44302e35291,specific,trait4,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4e10-07c8-4b88-b526-f6cd841590f7,specific,trait2,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7b75-2458-e518-dbde-616d2f2a6799,specific,trait4,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5ee3-8098-15c3-7de0-006aaa932325,specific,trait4,kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4c47-50c5-7570-1ea1-70d83e5e7d23,specific,trait2,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait5,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4740-c673-062a-7f23-dce5d2723c30,general,trait1,KIND,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4946-214b-1baf-c6ce-a405b8b4e24c,general,trait1,kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af49f3-2d06-c7b7-d3dd-b2ea7095dd36,general,trait8,Kind,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6569-177f-8078-2cd1-58dea16f9561,coworker,trait2,Kind ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af60ad-8ee3-1b44-5494-ec3243f36881,friend,trait4,Kind ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af48b5-ddf5-2900-f88e-45ef0e208445,friend,trait4,kind ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6b19-0eff-2013-27e2-2a53c8d47f63,specific,trait3,Kind ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7226-044e-72fd-3068-75f88bada5be,specific,trait1,Kind ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af493c-ca5e-e646-b772-98a23e642ab9,specific,trait1,Kind person ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af478e-958e-213d-a5df-c143fa742dce,friend,trait10,Kind to animals and strangers ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d69-c8ec-d859-fd32-f0368ec20a08,coworker,trait3,Kindness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7667-a5e0-f07b-f4fe-54745ef5641d,neighbor,trait5,Kindness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4aa3-00c5-3c68-09ba-cfb111a6ebb4,neighbor,trait2,Kindness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5eec-2e74-d863-3989-96a1d37385ec,friend,trait3,kindness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4892-0026-d304-14c6-bf0ee0ca010e,friend,trait1,Kindness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5cc3-c47b-9bb3-ac87-9b1ad15ebfe7,general,trait1,Kindness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4826-4157-e565-a4fd-ae67be5a4d6a,friend,trait2,Kindness ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4c68-7e23-b5b1-12d7-d1475541e9cf,specific,trait3,Kindness ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4811-d11a-6391-ae41-c75313a0aa42,specific,trait1,Kindness ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5c4c-725e-6f0d-07cc-4c9c167835e4,general,trait5,Knowledgeable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af64e5-5950-df6c-c07d-445f2f9faeb1,neighbor,trait6,Knowledgeable ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af482d-28b8-56ad-1875-3f26d175d91d,specific,trait4,Knowledgeable ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af487b-7f26-8260-2fb9-a4f5c1be764b,coworker,trait10,Laid back,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afb59f-b52a-a912-6fed-f3298174b94a,coworker,trait8,Laid Back,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af73b4-c7ec-8d80-23b4-a247a93ef43c,general,trait2,Laughter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af481a-7249-7534-93b0-49ce135fbd34,neighbor,trait4,Law-abiding,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af477e-6188-f2ce-d978-1b2bea37eec3,specific,trait2,Laziness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4863-2241-0c3f-9b4f-20da57b56a2e,specific,trait9,Lazy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af487b-7f26-8260-2fb9-a4f5c1be764b,coworker,trait4,Leader,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47fc-22de-6b90-b0cf-05a4031add86,specific,trait8,Leader,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4862-3d7c-cfa7-ad92-e8b852f06ce8,general,trait6,Leader,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait8,Leader,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5c4c-725e-6f0d-07cc-4c9c167835e4,general,trait3,Leader,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4a8e-a067-f5fe-0c78-054182d8aaee,specific,trait4,learning,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af4847-b740-32c2-fc46-2919d29267cd,specific,trait9,Liberal ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64af4993-9962-d8f5-306c-de7704f248c2,general,trait2,life long learner ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af624a-6d51-e8b9-fa17-147338f28514,general,trait4,Lifestyle ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af6310-932c-8f52-4439-c809b0c88e35,specific,trait1,Like edm,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af6310-932c-8f52-4439-c809b0c88e35,specific,trait9,Like foid,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af4823-6964-dd22-230c-838abd142e99,specific,trait4,Like math,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af6310-932c-8f52-4439-c809b0c88e35,specific,trait6,Like to travrl,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af4865-fb4a-80c6-1b74-58b375ad57cb,coworker,trait2,Likeable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6188-c51a-86a9-0eb4-35d866c2833e,coworker,trait1,Likeable ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af476e-1998-e3e3-3e3e-00ee8108d2c5,coworker,trait2,likes to be co-operative,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af478e-958e-213d-a5df-c143fa742dce,friend,trait6,Likes to read ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af6f1b-4fc9-7dde-43fb-07d110a9425e,coworker,trait6,Listener,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4786-cf86-1aa9-3354-14ff79cd925d,friend,trait3,listener,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4823-6964-dd22-230c-838abd142e99,specific,trait6,Listening to music ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af47da-9ef3-feab-bf2a-79620b670459,specific,trait5,Literature,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af4fdd-5286-ef64-df9e-d8fd3233673e,general,trait7,little,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af674b-3fd3-3039-10ee-b1c4c72ddae0,friend,trait3,Location where they grew up,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af47da-9ef3-feab-bf2a-79620b670459,specific,trait9,Logical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af682b-12a9-9121-94ca-1c4d836f0d90,general,trait3,Logical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5f4f-4c59-6faa-ad7c-1634802c4f5e,general,trait10,Lonely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64af6310-932c-8f52-4439-c809b0c88e35,specific,trait8,Loner,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4943-aa1a-6940-3f7e-0202f2efc3fb,coworker,trait2,Long,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af479b-c98b-950c-33d1-8e3b7c26017e,friend,trait1,looks,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64af4aa3-00c5-3c68-09ba-cfb111a6ebb4,neighbor,trait1,Loud,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af476a-6ca0-dd7c-3ec6-b95c3b64952f,neighbor,trait2,Loud,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4863-2241-0c3f-9b4f-20da57b56a2e,specific,trait5,Lovable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af66a1-4702-ba87-bb2c-ea77a9c6bd9f,specific,trait3,Lovable ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4892-0026-d304-14c6-bf0ee0ca010e,friend,trait3,Love,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af693a-9d3d-d09a-9b30-d9aa28bcc615,specific,trait4,Love,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af7889-f83a-b717-b507-260ab6b7820b,specific,trait10,Love dogs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af5cc3-c47b-9bb3-ac87-9b1ad15ebfe7,general,trait5,Loveable ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af64e5-5950-df6c-c07d-445f2f9faeb1,neighbor,trait3,Loves art ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af4847-4a29-2493-e176-097f7a869d23,friend,trait2,loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af783d-846e-c206-a8c9-ca99f689f14d,friend,trait6,Loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5ce4-90a9-1a0e-cd0a-09a2f6bb2d29,friend,trait4,Loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d6f-738c-4331-df24-6981b9031770,specific,trait3,loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afd3e6-e247-e7bf-8a7c-32199e60e5a8,specific,trait4,loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4c68-7e23-b5b1-12d7-d1475541e9cf,specific,trait9,Loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4a8e-a067-f5fe-0c78-054182d8aaee,specific,trait7,loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af63f7-55b4-ea5e-6b0f-09e58a5da81a,specific,trait7,Loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7b75-2458-e518-dbde-616d2f2a6799,specific,trait5,Loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6d00-2801-d832-ad38-2c8cfccf7d58,general,trait4,Loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4946-214b-1baf-c6ce-a405b8b4e24c,general,trait8,loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af49f3-2d06-c7b7-d3dd-b2ea7095dd36,general,trait9,Loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6de3-4081-1d80-de1c-8bc83d3dca5a,general,trait7,Loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4fdd-5286-ef64-df9e-d8fd3233673e,general,trait8,loving,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6dcd-b15d-25ba-769f-e44302e35291,specific,trait2,Loving ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af50b5-7684-c37b-81f7-6df54c4ce2df,coworker,trait4,Loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4def-1b72-7648-6c97-8043502e8184,coworker,trait2,Loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4900-56d7-e630-c68c-e1b00884c10c,friend,trait1,Loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af746c-18bd-f527-bc2e-143df62e5a31,friend,trait1,Loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af78ed-e729-99c8-e7c8-665686c72da6,friend,trait1,loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5e73-fbe5-2130-baa9-59e508cca2a2,friend,trait1,Loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47df-7584-e7ef-48d1-6f9aeca862ac,friend,trait3,Loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6c74-63da-b379-51ab-f9234047de3c,specific,trait3,Loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4afd-ba85-0446-47f1-d7b65f2712ab,specific,trait1,loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,specific,trait6,Loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4823-6964-dd22-230c-838abd142e99,specific,trait8,Loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af49f3-f897-5ce1-7d68-a5889548efef,specific,trait5,loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7b75-2458-e518-dbde-616d2f2a6799,specific,trait9,Loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5eba-840c-cca9-31f6-d63a8536c231,specific,trait4,loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait1,Loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af479b-9b04-d530-34ca-d1f8af4bc3a1,general,trait10,Loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4880-e170-b88a-887c-b8ca98798967,general,trait5,Loyal,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7de2-33f4-8900-080f-d8d5ff21f178,coworker,trait3,Loyal ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7067-2fdf-5ff5-bfa4-5033fdba7503,neighbor,trait9,Loyal ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4826-4157-e565-a4fd-ae67be5a4d6a,friend,trait4,Loyal ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d7d-ae0b-3a4d-4f32-676278a40d64,friend,trait8,Loyal ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4a8e-a067-f5fe-0c78-054182d8aaee,specific,trait1,loyal ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6b19-0eff-2013-27e2-2a53c8d47f63,specific,trait1,Loyal ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af72d2-7afb-03e0-6b33-48e4a0cc1fb4,specific,trait1,Loyal ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4a1a-4513-4451-3f8c-cebc98408e0b,coworker,trait4,loyalty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5ef5-9aa8-d462-da75-44f4c1634b9d,coworker,trait2,loyalty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af633e-7784-78ee-e986-1b46b65d255b,coworker,trait2,Loyalty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7667-a5e0-f07b-f4fe-54745ef5641d,neighbor,trait1,Loyalty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af672e-bbd6-5603-3cef-abde33887508,friend,trait2,Loyalty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4aa2-e012-ac94-64ac-20847af53f8e,friend,trait1,loyalty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5eec-2e74-d863-3989-96a1d37385ec,friend,trait1,loyalty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af48b5-ddf5-2900-f88e-45ef0e208445,friend,trait1,loyalty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af783d-846e-c206-a8c9-ca99f689f14d,friend,trait3,Loyalty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5c87-ffd4-4bc2-b6bf-0820b93505fc,friend,trait3,Loyalty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4c68-7e23-b5b1-12d7-d1475541e9cf,specific,trait1,Loyalty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afb89a-418a-3c65-fdeb-568eeeb1a20b,specific,trait1,Loyalty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5cc3-c47b-9bb3-ac87-9b1ad15ebfe7,general,trait2,Loyalty,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4786-cf86-1aa9-3354-14ff79cd925d,friend,trait1,loyalty ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af60ad-8ee3-1b44-5494-ec3243f36881,friend,trait1,Loyalty ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4db8-44c0-88ed-4bed-db398a99a520,friend,trait2,Loyalty ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af46c9-11e3-8a07-0977-57f0daf977f2,specific,trait5,Lucky in love,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af4794-0621-3036-464a-64588d30e10d,coworker,trait1,male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64af5eba-840c-cca9-31f6-d63a8536c231,specific,trait2,male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64af4a58-3b28-1e34-1ddb-e431fe77920c,general,trait1,male,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64af61ab-4a29-5b50-4712-668849c136f5,general,trait1,man,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64af4c47-50c5-7570-1ea1-70d83e5e7d23,specific,trait5,Man of integrity ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7aa5-84fb-70b2-ffe9-17e1b494a5be,coworker,trait7,Mannerisms,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4810-a94e-d38b-91f9-2191aa0ac1d7,neighbor,trait6,Marital status,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af5ff8-a5ee-243c-b49a-9e24f4e85d95,friend,trait3,maritsal status,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af4a8e-a067-f5fe-0c78-054182d8aaee,specific,trait6,married,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af4cc1-c4f2-27a4-6f31-83ae7de1044a,friend,trait1,Mature,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4728-d1a4-de80-f402-d30f21ffcb20,specific,trait4,Mature,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4847-7db2-3ed8-ab14-e7ef2557e318,general,trait3,mentally stable,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,specific,trait10,Military,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64af46c3-9044-43dc-325d-4b64f5477846,neighbor,trait6,military service,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64af4769-80af-abe8-653f-012b04409368,specific,trait6,Military Service,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64af487b-7f26-8260-2fb9-a4f5c1be764b,coworker,trait1,Mind they business,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64afe6a3-aa8c-22fb-0369-29038f03de0f,general,trait3,Money,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64af5dd4-0afc-9eb1-eaee-e9b45a8b5f7b,specific,trait4,moral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47fc-22de-6b90-b0cf-05a4031add86,specific,trait3,Morality,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af478c-36f6-b350-6088-0d35cc89e022,friend,trait3,MORALS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5d9b-1136-2a7c-f84d-b54b32f3f859,specific,trait5,Mother,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af7078-341e-175e-647a-e6641b34fa27,general,trait3,Mother,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af4862-3d7c-cfa7-ad92-e8b852f06ce8,general,trait1,Mother,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af4859-0cef-fce3-77ec-a74be68b9944,general,trait4,Mother ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64af4831-cf25-f482-4a71-6b189cddd1ec,coworker,trait5,Motivated,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7d2f-5785-033f-adc9-75505ba79806,general,trait1,motivated,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait10,Multi-task ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af624a-6d51-e8b9-fa17-147338f28514,general,trait8,Music,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af7226-044e-72fd-3068-75f88bada5be,specific,trait9,Musical,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7c93-0867-27e9-ac5a-6d2d9f2ce647,specific,trait1,My family ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af47c7-7964-6b54-a89f-4501d75410af,friend,trait3,naturalist,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7385-038d-4139-479f-aefed21d11c4,general,trait6,Nature,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af479f-8b59-4bb6-99e4-4f13539d2fe1,specific,trait6,Nature loving,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64af47dd-8767-ebc2-2012-2e462ad7294d,neighbor,trait4,neat,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6dcd-b15d-25ba-769f-e44302e35291,specific,trait8,Need to educate ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64af6c3a-1d1f-445c-e869-9607e3bb580b,general,trait7,nerdyness,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4912-88d5-6faf-f9ec-6257b133c62e,general,trait9,Neutral,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4943-aa1a-6940-3f7e-0202f2efc3fb,coworker,trait10,Nice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5c78-be40-b598-16a4-924eac749f8a,coworker,trait1,Nice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af7aa5-84fb-70b2-ffe9-17e1b494a5be,coworker,trait3,Nice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af47b0-9021-5022-768d-b91f29f7a5d8,coworker,trait2,Nice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,neighbor,trait5,nice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64aff1ac-8022-931b-fc2f-5151c185192a,neighbor,trait2,nice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af481a-7249-7534-93b0-49ce135fbd34,neighbor,trait1,Nice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af48bc-1fda-67cd-822b-2685e8d4722f,neighbor,trait1,Nice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af5cc7-3a86-7e3a-8a07-9d9dde0961e8,neighbor,trait5,Nice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6479-44b3-38e7-66ee-901ee4dca923,neighbor,trait7,Nice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4b9c-8085-748a-3af4-8a320de06c02,neighbor,trait3,Nice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4ad2-502a-1603-4c71-e3fd4aee61a4,neighbor,trait5,Nice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af4cc1-c4f2-27a4-6f31-83ae7de1044a,friend,trait4,Nice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
64af6dc5-e019-18de-cf30-bb140643d009,friend,trait10,Nice,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
