,rid,treatment,number,trait,coder1,coder2
1241,64af47f3-bc71-2b6a-14f3-165e8efeeb69,specific,trait3,Silly ,12,12
1242,64af48cf-7e34-51b2-3028-bc8cad1ecac4,coworker,trait3,Similar age,1,1
1243,64af4787-166e-0a03-bb07-484034c33cce,friend,trait3,similar interests,10,10
1244,64af48cf-7e34-51b2-3028-bc8cad1ecac4,coworker,trait2,Similar personality and interests ,13,13
1245,64af47f6-4ba4-18db-6d4b-2395820dca81,friend,trait2,Similar schedules,14,14
1246,64af6857-291d-d05c-e0c6-4bbb519be8b8,friend,trait1,similar views,9,13
1247,64af4810-b4a8-427c-27c2-2b9893b1ebc2,general,trait4,sincere,12,12
1248,64af5d9b-1136-2a7c-f84d-b54b32f3f859,specific,trait7,Sister,7,7
1249,64af4a1a-4513-4451-3f8c-cebc98408e0b,coworker,trait1,skills,13,15
1250,64af5d7e-0253-78d6-fd9b-66ff30f7a5fa,neighbor,trait3,Sleep schedules,14,14
1251,64af4863-2241-0c3f-9b4f-20da57b56a2e,specific,trait7,Sleepy,12,12
1252,64af4859-0cef-fce3-77ec-a74be68b9944,general,trait1,Small,13,13
1253,64af4943-aa1a-6940-3f7e-0202f2efc3fb,coworker,trait6,Smart,12,12
1254,64af487b-7f26-8260-2fb9-a4f5c1be764b,coworker,trait5,Smart,12,12
1255,64af5d92-7309-83d7-78a1-fe90ca4a3c4e,coworker,trait4,Smart,12,12
1256,64af50b5-7684-c37b-81f7-6df54c4ce2df,coworker,trait2,Smart,12,12
1257,64af4def-1b72-7648-6c97-8043502e8184,coworker,trait3,Smart,12,12
1258,64af4831-cf25-f482-4a71-6b189cddd1ec,coworker,trait4,Smart,12,12
1259,64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,neighbor,trait6,smart,12,12
1260,64af783d-846e-c206-a8c9-ca99f689f14d,friend,trait7,Smart,12,12
1261,64af48ac-2bd4-e57a-753c-0a9a50f83e6a,friend,trait3,Smart,12,12
1262,64af6cea-3aaa-15a3-eab8-069c38ba948b,friend,trait2,Smart,12,12
1263,64af5d6f-738c-4331-df24-6981b9031770,specific,trait5,smart,12,12
1264,64af4a8e-a067-f5fe-0c78-054182d8aaee,specific,trait3,smart,12,12
1265,64af6310-932c-8f52-4439-c809b0c88e35,specific,trait2,Smart,12,12
1266,64af4811-d11a-6391-ae41-c75313a0aa42,specific,trait3,Smart,12,12
1267,64af47f3-bc71-2b6a-14f3-165e8efeeb69,specific,trait2,Smart,12,12
1268,64af4ac4-c9f2-b9cd-d214-04f7b7f4d639,specific,trait4,Smart,12,12
1269,64afe526-99f9-a2e2-280a-4b82cac8c41c,specific,trait3,smart,12,12
1270,64af6dcd-b15d-25ba-769f-e44302e35291,specific,trait3,Smart,12,12
1271,64af6d00-2801-d832-ad38-2c8cfccf7d58,general,trait1,Smart,12,12
1272,64af4862-3d7c-cfa7-ad92-e8b852f06ce8,general,trait9,Smart,12,12
1273,64af4740-c673-062a-7f23-dce5d2723c30,general,trait7,SMART,12,12
1274,64af49f3-2d06-c7b7-d3dd-b2ea7095dd36,general,trait10,Smart,12,12
1275,64af479b-9b04-d530-34ca-d1f8af4bc3a1,general,trait8,Smart,12,12
1276,64afdaaa-d3b6-2040-b715-e7fc28d6496f,general,trait10,smart,12,12
1277,64af72a9-dc05-8820-3911-c034315296e6,coworker,trait6,Smart ,12,12
1278,64af486a-b3a2-906a-8745-f1ce41c51cfe,neighbor,trait4,Smart ,12,12
1279,64af482d-28b8-56ad-1875-3f26d175d91d,specific,trait3,Smart ,12,12
1280,64af4a1b-503c-23de-8614-b7941e01a442,coworker,trait1,Smarts,12,12
1281,64af73b4-c7ec-8d80-23b4-a247a93ef43c,general,trait1,Smile ,12,12
1282,64af4780-304a-a72b-c347-08145c14aa0d,general,trait1,Smiles,12,12
1283,64af66a1-4702-ba87-bb2c-ea77a9c6bd9f,specific,trait2,Snart,13,12
1284,64af477e-6188-f2ce-d978-1b2bea37eec3,specific,trait8,Sneaky,12,12
1285,64af50b5-7684-c37b-81f7-6df54c4ce2df,coworker,trait6,So ,14,14
1286,64af4794-0621-3036-464a-64588d30e10d,coworker,trait4,sober,12,12
1287,64af5ea4-08f4-2c0b-de7a-c27c16e9c4ec,neighbor,trait3,Sociability,12,12
1288,64af735e-4af2-448d-28e9-91accc55a0ba,friend,trait1,Sociable ,12,12
1289,64af64e5-5950-df6c-c07d-445f2f9faeb1,neighbor,trait7,Social,12,12
1290,64af5c4c-725e-6f0d-07cc-4c9c167835e4,general,trait6,Somewhat wise,12,12
1291,64af5d9b-1136-2a7c-f84d-b54b32f3f859,specific,trait3,Southerner,14,15
1292,64af4823-6964-dd22-230c-838abd142e99,specific,trait9,Special education teacher assistant ,5,8
1293,64afd3e6-e247-e7bf-8a7c-32199e60e5a8,specific,trait1,spiritual,6,6
1294,64af72d2-7afb-03e0-6b33-48e4a0cc1fb4,specific,trait10,Spiritual ,6,6
1295,64af4862-3d7c-cfa7-ad92-e8b852f06ce8,general,trait3,Spiritual ,6,6
1296,64af49f3-2d06-c7b7-d3dd-b2ea7095dd36,general,trait2,Spiritual ,6,6
1297,64af479b-9b04-d530-34ca-d1f8af4bc3a1,general,trait2,Spiritual ,6,6
1298,64af7385-038d-4139-479f-aefed21d11c4,general,trait4,Spirituality ,6,6
1299,64af4afd-ba85-0446-47f1-d7b65f2712ab,specific,trait6,spontaneous ,12,12
1300,64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,specific,trait7,Sports,10,10
1301,64af4a58-3b28-1e34-1ddb-e431fe77920c,general,trait3,sports,10,10
1302,64af5eba-840c-cca9-31f6-d63a8536c231,specific,trait7,sports fan,10,10
1303,64afd3e6-e247-e7bf-8a7c-32199e60e5a8,specific,trait10,sporty,12,12
1304,64af5f42-016f-64f8-8eae-8639295e2cc4,coworker,trait2,Stability ,12,12
1305,64af4728-d1a4-de80-f402-d30f21ffcb20,specific,trait7,Stable,12,12
1306,64af6964-fdec-ee32-620b-fe4e0e72fe94,general,trait4,Strength ,12,12
1307,64af4943-aa1a-6940-3f7e-0202f2efc3fb,coworker,trait1,Strong,12,12
1308,64af6dcd-b15d-25ba-769f-e44302e35291,specific,trait6,Strong,12,12
1309,64af4862-3d7c-cfa7-ad92-e8b852f06ce8,general,trait5,Strong,12,12
1310,64af4c62-ec8c-e842-d1e0-bad5b962638a,general,trait4,Strong ,12,12
1311,64af47f6-4ba4-18db-6d4b-2395820dca81,friend,trait3,Strong Christian values,6,6
1312,64af72d2-7afb-03e0-6b33-48e4a0cc1fb4,specific,trait5,Stubborn ,12,12
1313,64af4993-9962-d8f5-306c-de7704f248c2,general,trait8,stubborn ,12,12
1314,64af624a-6d51-e8b9-fa17-147338f28514,general,trait1,Style,12,13
1315,64af63ff-8941-7d2a-ceff-bc53d7eadd5e,coworker,trait7,stylish,12,12
1316,64af7385-038d-4139-479f-aefed21d11c4,general,trait2,Sunsets ,14,14
1317,64af46c3-9044-43dc-325d-4b64f5477846,neighbor,trait8,superstitious,12,12
1318,64af6479-44b3-38e7-66ee-901ee4dca923,neighbor,trait4,Supportive,12,12
1319,64af4fdd-5286-ef64-df9e-d8fd3233673e,general,trait2,supportive,12,12
1320,64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait4,Survival,14,12
1321,64af5d6f-738c-4331-df24-6981b9031770,specific,trait1,sweet,12,12
1322,64af4780-304a-a72b-c347-08145c14aa0d,general,trait9,Sweet,12,12
1323,64afe526-99f9-a2e2-280a-4b82cac8c41c,specific,trait10,talented,12,12
1324,64af4ac4-c9f2-b9cd-d214-04f7b7f4d639,specific,trait2,Talkative ,12,12
1325,64af4943-aa1a-6940-3f7e-0202f2efc3fb,coworker,trait8,Tall,11,11
1326,64af6354-5de1-b523-5d6f-3110cda30e73,specific,trait4,tall,11,11
1327,64af4afd-ba85-0446-47f1-d7b65f2712ab,specific,trait3,tall,11,11
1328,64af47f0-c3a1-c5b2-9f57-4566dd648c94,coworker,trait9,Teachable ,12,12
1329,64af7aa5-84fb-70b2-ffe9-17e1b494a5be,coworker,trait5,Team oriented,12,12
1330,64af68ee-0956-f11d-c535-2a45265fc6cc,coworker,trait3,Team player,12,12
1331,64af47f9-f7eb-daee-8857-07a893754860,coworker,trait3,Team player,12,12
1332,64af47b0-9021-5022-768d-b91f29f7a5d8,coworker,trait5,Team player ,12,12
1333,64af4a1b-503c-23de-8614-b7941e01a442,coworker,trait3,Team Work,12,12
1334,64af635c-a42a-87d7-d73c-fd9eb3ebac9c,general,trait4,Technology,14,13
1335,64af5e5a-f6ad-afd1-faed-6de97222fb61,friend,trait5,Teustworthiness,12,12
1336,64af6857-291d-d05c-e0c6-4bbb519be8b8,friend,trait2,the friends they have,14,15
1337,64afe365-56e9-44a5-ea0b-98eb1b50875d,neighbor,trait2,the kind of work they do,8,8
1338,64afe365-56e9-44a5-ea0b-98eb1b50875d,neighbor,trait3,their interests,10,10
1339,64af6857-291d-d05c-e0c6-4bbb519be8b8,friend,trait3,they how extroverted they are,12,12
1340,64af5059-6c35-7f09-95af-8e4899592afa,friend,trait7,thick,11,14
1341,64af47f6-4ba4-18db-6d4b-2395820dca81,friend,trait1,Things in common,14,14
1342,64af7078-341e-175e-647a-e6641b34fa27,general,trait6,Thinker,12,12
1343,64af493c-ca5e-e646-b772-98a23e642ab9,specific,trait9,Thisissilly,14,14
1344,64af4859-0cef-fce3-77ec-a74be68b9944,general,trait2,Thoughtful,12,12
1345,64afdaaa-d3b6-2040-b715-e7fc28d6496f,general,trait2,thoughtful,12,12
1346,64af5f31-c372-0008-009b-728a71afe522,general,trait6,Thoughtful ,12,12
1347,64af4a1a-4513-4451-3f8c-cebc98408e0b,coworker,trait3,time managment,13,12
1348,64af47df-7584-e7ef-48d1-6f9aeca862ac,friend,trait10,Time orientated,12,12
1349,64af477e-6188-f2ce-d978-1b2bea37eec3,specific,trait9,Tired,12,12
1350,64af47c7-7964-6b54-a89f-4501d75410af,friend,trait6,tolerant,12,12
1351,64af4e10-07c8-4b88-b526-f6cd841590f7,specific,trait8,Tough,12,12
1352,64af4b60-4cff-4ab8-fa42-3fe6e7c3463e,general,trait2,Tough,12,12
1353,64af479b-9b04-d530-34ca-d1f8af4bc3a1,general,trait4,Tough,12,12
1354,64af4db8-44c0-88ed-4bed-db398a99a520,friend,trait3,Traditional,12,12
1355,64af5d7d-ae0b-3a4d-4f32-676278a40d64,friend,trait3,Traditional family values ,13,7
1356,64af4b6e-ae41-bb1d-b5d9-9f3046fd377e,neighbor,trait9,trappers,13,13
1357,64af47da-9ef3-feab-bf2a-79620b670459,specific,trait7,Travel,10,13
1358,64af4a58-3b28-1e34-1ddb-e431fe77920c,general,trait10,travel,10,13
1359,64af4993-9962-d8f5-306c-de7704f248c2,general,trait1,traveler ,10,10
1360,64af64cd-53a9-53f9-375f-f8ad2c08a199,coworker,trait1,Trust,12,12
1361,64af5e15-c51c-9a16-e0f0-23c67870a59b,coworker,trait1,trust,12,12
1362,64af4a1a-4513-4451-3f8c-cebc98408e0b,coworker,trait2,trust,12,12
1363,64af4910-9e46-3416-aad8-e97bb1b61ad0,neighbor,trait1,Trust,12,12
1364,64af4786-cf86-1aa9-3354-14ff79cd925d,friend,trait4,trust,12,12
1365,64af48b5-ddf5-2900-f88e-45ef0e208445,friend,trait2,trust,12,12
1366,64af4855-b939-85b7-d1fe-233895d6abe5,friend,trait3,Trust,12,12
1367,64af783d-846e-c206-a8c9-ca99f689f14d,friend,trait2,Trust,12,12
1368,64af5c87-ffd4-4bc2-b6bf-0820b93505fc,friend,trait2,Trust,12,12
1369,64af47df-7584-e7ef-48d1-6f9aeca862ac,friend,trait4,Trust,12,12
1370,64af693a-9d3d-d09a-9b30-d9aa28bcc615,specific,trait1,Trust,12,12
1371,64afb89a-418a-3c65-fdeb-568eeeb1a20b,specific,trait4,Trust,12,12
1372,64af47e8-8c43-df4d-b0d6-5fdf46567453,general,trait1,trust,12,12
1373,64af4e05-15aa-ab38-71a3-027a1fb7268b,general,trait1,trust,12,12
1374,64af5cc3-c47b-9bb3-ac87-9b1ad15ebfe7,general,trait4,Trust,12,12
1375,64af6de3-4081-1d80-de1c-8bc83d3dca5a,general,trait2,Trust,12,12
1376,64af672e-bbd6-5603-3cef-abde33887508,friend,trait1,Trust ,12,12
1377,64af7b75-2458-e518-dbde-616d2f2a6799,specific,trait10,Trusting,12,12
1378,64af4ad2-502a-1603-4c71-e3fd4aee61a4,neighbor,trait3,Trusting ,12,12
1379,64af5d69-c8ec-d859-fd32-f0368ec20a08,coworker,trait4,Trustworthy,12,12
1380,64af46c3-9044-43dc-325d-4b64f5477846,neighbor,trait4,trustworthy,12,12
1381,64af47c7-7964-6b54-a89f-4501d75410af,friend,trait1,trustworthy,12,12
1382,64af6ec5-4f5d-8076-2769-7be6201e982d,friend,trait1,Trustworthy,12,12
1383,64af485b-72de-6d3f-42db-c272d348fdba,friend,trait8,Trustworthy,12,12
1384,64af47fc-22de-6b90-b0cf-05a4031add86,specific,trait6,Trustworthy,12,12
1385,64af72a9-dc05-8820-3911-c034315296e6,coworker,trait1,Trustworthy ,12,12
1386,64af7aa5-84fb-70b2-ffe9-17e1b494a5be,coworker,trait2,Trustworthy ,12,12
1387,64af50b5-7684-c37b-81f7-6df54c4ce2df,coworker,trait3,Trustworthy ,12,12
1388,64af48a1-f175-35c7-8317-98d67535c944,neighbor,trait1,Trustworthy ,12,12
1389,64af746c-18bd-f527-bc2e-143df62e5a31,friend,trait3,Trustworthy ,12,12
1390,64af4a47-ceb4-1d30-2ff7-8c98eeab993a,specific,trait1,Trustworthy ,12,12
1391,64af6c74-63da-b379-51ab-f9234047de3c,specific,trait4,Trustworthy ,12,12
1392,64af4bfb-e9ae-f6bf-6e6d-a4f2366ae672,specific,trait2,Trustworthy ,12,12
1393,64af47a6-78ce-a60c-2f13-070d80ab1052,specific,trait9,Trustworthy ,12,12
1394,64af65fc-fc24-7b1f-d7b2-027cbccc467f,general,trait1,Trustworthy ,12,12
1395,64af4780-304a-a72b-c347-08145c14aa0d,general,trait6,Trustworthy ,12,12
1396,64af4c62-ec8c-e842-d1e0-bad5b962638a,general,trait8,Trustworthy ,12,12
1397,64af48ac-2bd4-e57a-753c-0a9a50f83e6a,friend,trait2,Truthful,12,12
1398,64af46c9-11e3-8a07-0977-57f0daf977f2,specific,trait4,Ugly,11,11
1399,64af479b-c98b-950c-33d1-8e3b7c26017e,friend,trait6,understanding,12,12
1400,64af5da0-2ac0-88e0-8cbb-b2dbcae777d8,neighbor,trait2,Understanding ,12,12
1401,64af4847-b740-32c2-fc46-2919d29267cd,specific,trait4,Understanding ,12,12
1402,64af47a6-78ce-a60c-2f13-070d80ab1052,specific,trait10,Understanding ,12,12
1403,64af4780-304a-a72b-c347-08145c14aa0d,general,trait4,Understanding ,12,12
1404,64af49f3-f897-5ce1-7d68-a5889548efef,specific,trait10,unfulfilled,12,12
1405,64af5f4f-4c59-6faa-ad7c-1634802c4f5e,general,trait6,Unhappy,12,12
1406,64af49f3-f897-5ce1-7d68-a5889548efef,specific,trait2,unhealthy,11,11
1407,64afe526-99f9-a2e2-280a-4b82cac8c41c,specific,trait7,unique,12,13
1408,64af48bc-1fda-67cd-822b-2685e8d4722f,neighbor,trait8,Unique ,12,13
1409,64af4ac4-c9f2-b9cd-d214-04f7b7f4d639,specific,trait5,Unpredictable ,12,12
1410,64af5f31-c372-0008-009b-728a71afe522,general,trait9,Useful,12,12
1411,64af5dd4-0afc-9eb1-eaee-e9b45a8b5f7b,specific,trait7,volunteering,10,10
1412,64af6b19-0eff-2013-27e2-2a53c8d47f63,specific,trait7,Warm,12,12
1413,64af476e-7dfc-8217-488c-fffc58640357,neighbor,trait2,Watchful,12,12
1414,64af4823-6964-dd22-230c-838abd142e99,specific,trait5,Watching tv ,10,10
1415,64af7c93-0867-27e9-ac5a-6d2d9f2ce647,specific,trait4,Wealth,15,15
1416,64af4823-6964-dd22-230c-838abd142e99,specific,trait10,Wear glasses,11,12
1417,64af5cc7-3a86-7e3a-8a07-9d9dde0961e8,neighbor,trait4,Welcoming arms,12,12
1418,64af478e-958e-213d-a5df-c143fa742dce,friend,trait8,Well traveled ,12,10
1419,64af47f1-b313-b356-f9bb-63f26ba8ffd6,neighbor,trait2,What and who they believe in.,13,6
1420,64af6e59-f057-e158-8d21-faecc0dd9b60,neighbor,trait2,What are their sleeping habits,12,12
1421,64af5003-90f3-db2c-f5f4-01fef7e9e0d7,neighbor,trait7,What do they do for fun ,10,10
1422,64af5003-90f3-db2c-f5f4-01fef7e9e0d7,neighbor,trait9,What do they like to eat ,10,10
1423,64af5003-90f3-db2c-f5f4-01fef7e9e0d7,neighbor,trait10,What kinds of music do they like ,10,10
1424,64af47f1-b313-b356-f9bb-63f26ba8ffd6,neighbor,trait3,What political party they support.,9,9
1425,64af47f1-b313-b356-f9bb-63f26ba8ffd6,neighbor,trait1,Where they're from.,4,15
1426,64af4794-0621-3036-464a-64588d30e10d,coworker,trait10,white,4,4
1427,64af5eba-840c-cca9-31f6-d63a8536c231,specific,trait3,white,4,4
1428,64af5c09-08a3-f425-e964-8804fe5bbfd3,specific,trait3,Wife,7,7
1429,64af7078-341e-175e-647a-e6641b34fa27,general,trait4,Wife,7,7
1430,64af47dd-1e3d-34b9-a055-1020e8ff1d67,friend,trait4,willing to help you learn about your new location,12,12
1431,64af5e15-c51c-9a16-e0f0-23c67870a59b,coworker,trait2,willing to work,12,12
1432,64af6a40-a465-e0c4-ad12-e3649865c889,coworker,trait2,Willing to work as a team ,12,12
1433,64af4948-2fe3-d7f9-fbb9-223d80418f62,coworker,trait3,Willingness,12,12
1434,64af4e10-07c8-4b88-b526-f6cd841590f7,specific,trait9,Wise,12,12
1435,64af482d-28b8-56ad-1875-3f26d175d91d,specific,trait6,Witty,12,12
1436,64af7078-341e-175e-647a-e6641b34fa27,general,trait1,Woman ,2,2
1437,64af4ac5-c0e3-5c04-6c51-7033f0320dcd,coworker,trait1,Work ethic ,12,12
1438,64af6188-c51a-86a9-0eb4-35d866c2833e,coworker,trait2,Work ethic ,12,12
1439,64afe667-ae7b-fdd3-dc3f-f7b8b5434a4b,coworker,trait2,work habits,12,12
1440,64af47b8-8c71-c408-8075-b411b7f5b2b1,neighbor,trait1,Work same hours as I do,14,14
1441,64af4823-6964-dd22-230c-838abd142e99,specific,trait2,Workaholic ,12,12
1442,64af7078-341e-175e-647a-e6641b34fa27,general,trait5,Worker,12,13
1443,64af4c62-ec8c-e842-d1e0-bad5b962638a,general,trait3,Wotty,13,14
1444,64af4948-2fe3-d7f9-fbb9-223d80418f62,coworker,trait9,Wouldn’t hurt someone to benefit themselves ,12,12
1445,64af7078-341e-175e-647a-e6641b34fa27,general,trait9,Writer,8,8
1446,64af5c09-08a3-f425-e964-8804fe5bbfd3,specific,trait4,Yogi,10,10
